Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g)
9.553,-0.0000,-0.0010,0.0006,-0.0034,-0.0068,1.0280
9.556,0.0002,-0.0002,-0.0002,0.0014,-0.0092,1.0232
9.559,0.0002,0.0006,0.0000,-0.0034,-0.0092,1.0232
9.562,-0.0003,0.0006,0.0000,0.0062,0.0003,1.0280
9.566,0.0005,0.0003,0.0000,0.0038,0.0075,1.0328
9.569,-0.0003,0.0003,0.0000,-0.0106,0.0075,1.0328
9.572,-0.0011,0.0001,0.0000,-0.0058,0.0051,1.0232
9.575,-0.0011,0.0006,-0.0002,0.0014,0.0027,1.0256
9.578,-0.0016,0.0003,0.0000,0.0110,-0.0044,1.0352
9.581,-0.0016,0.0003,-0.0002,0.0014,-0.0068,1.0615
9.584,-0.0014,0.0006,-0.0005,-0.0010,-0.0116,1.0208
9.587,-0.0008,0.0017,-0.0002,-0.0010,-0.0140,1.0328
9.591,-0.0006,0.0009,-0.0005,-0.0106,-0.0020,1.0304
9.594,-0.0006,0.0003,0.0000,0.0014,0.0075,1.0256
9.597,-0.0006,0.0003,-0.0005,-0.0154,0.0051,1.0208
9.600,-0.0003,0.0009,-0.0002,-0.0201,0.0003,1.0041
9.603,0.0002,0.0019,0.0006,-0.0297,0.0003,1.0280
9.606,-0.0003,0.0014,0.0000,-0.0297,0.0027,1.0137
9.609,-0.0006,0.0006,0.0003,-0.0130,0.0003,1.0160
9.612,-0.0000,0.0001,0.0003,0.0014,-0.0044,1.0065
9.616,0.0002,0.0014,0.0003,0.0038,-0.0020,1.0232
9.619,-0.0003,0.0006,0.0003,0.0038,0.0075,1.0232
9.622,-0.0003,0.0009,0.0003,0.0158,0.0075,1.0232
9.625,-0.0003,0.0006,0.0008,0.0229,0.0099,1.0160
9.628,-0.0003,0.0006,0.0014,0.0229,0.0171,1.0280
9.631,-0.0000,0.0001,0.0016,0.0325,0.0003,1.0160
9.634,-0.0003,0.0001,0.0014,0.0325,0.0075,1.0041
9.637,-0.0000,0.0001,0.0019,0.0206,0.0027,0.9849
9.640,-0.0000,0.0003,0.0014,0.0134,0.0099,0.9921
9.644,0.0002,0.0006,0.0016,0.0086,0.0075,1.0017
9.647,0.0002,-0.0005,0.0008,0.0038,0.0027,0.9945
9.650,-0.0000,-0.0002,0.0011,0.0158,0.0003,1.0160
9.653,0.0002,0.0003,0.0008,0.0062,0.0051,1.0304
9.656,0.0002,0.0003,0.0011,-0.0010,-0.0044,1.0376
9.659,0.0005,-0.0002,0.0003,0.0038,-0.0212,1.0208
9.662,-0.0000,-0.0002,0.0008,-0.0058,-0.0260,1.0160
9.665,-0.0000,0.0003,0.0008,-0.0130,-0.0212,1.0137
9.669,-0.0000,-0.0002,0.0008,-0.0225,-0.0140,1.0304
9.672,-0.0000,0.0003,0.0008,-0.0297,-0.0236,1.0137
9.675,-0.0003,0.0006,0.0006,-0.0537,-0.0260,1.0113
9.678,-0.0003,0.0009,0.0000,-0.0537,-0.0092,1.0304
9.681,-0.0008,0.0001,-0.0008,-0.0489,-0.0020,1.0304
9.684,-0.0008,-0.0005,-0.0008,-0.0393,-0.0044,1.0208
9.687,-0.0003,-0.0007,-0.0010,-0.0321,-0.0020,1.0280
9.690,-0.0006,-0.0005,-0.0010,-0.0345,-0.0044,1.0304
9.694,-0.0014,-0.0007,-0.0008,-0.0201,-0.0164,1.0137
9.697,-0.0006,-0.0005,-0.0008,-0.0225,-0.0068,1.0041
9.700,-0.0011,-0.0002,-0.0005,-0.0273,-0.0020,0.9969
9.703,-0.0011,0.0003,-0.0008,-0.0297,0.0123,1.0137
9.706,-0.0008,0.0006,-0.0010,-0.0201,0.0147,1.0208
9.709,-0.0006,0.0009,-0.0018,-0.0154,0.0051,1.0232
9.712,-0.0006,0.0009,-0.0018,-0.0201,0.0051,1.0232
9.716,-0.0006,0.0003,-0.0013,0.0086,-0.0020,1.0400
9.719,-0.0006,0.0011,-0.0013,0.0229,0.0003,1.0208
9.722,-0.0003,0.0014,-0.0008,0.0229,-0.0044,1.0160
9.725,0.0002,0.0009,-0.0008,0.0206,-0.0068,1.0137
9.728,0.0002,0.0006,-0.0008,0.0206,-0.0092,1.0089
9.731,-0.0000,0.0006,-0.0008,0.0134,-0.0092,1.0256
9.734,0.0002,0.0006,-0.0008,0.0014,-0.0044,1.0304
9.737,-0.0000,0.0009,-0.0002,0.0062,-0.0044,1.0160
9.741,-0.0000,0.0003,0.0008,0.0158,0.0051,1.0065
9.744,-0.0006,0.0001,0.0011,0.0134,0.0171,1.0184
9.747,-0.0008,0.0009,0.0016,0.0158,0.0171,1.0208
9.750,-0.0011,0.0006,0.0011,0.0206,0.0195,1.0280
9.753,-0.0011,-0.0005,0.0008,0.0014,0.0075,1.0232
9.756,-0.0008,-0.0005,0.0011,0.0158,0.0027,1.0065
9.759,-0.0008,0.0001,0.0006,0.0014,-0.0044,1.0089
9.762,-0.0006,0.0006,0.0003,-0.0058,0.0051,1.0113
9.766,-0.0008,0.0006,0.0003,-0.0106,-0.0092,1.0184
9.769,-0.0003,0.0011,0.0003,-0.0082,-0.0092,1.0184
9.772,0.0005,0.0009,0.0003,-0.0082,-0.0092,1.0184
9.775,-0.0003,0.0011,0.0008,-0.0034,0.0003,1.0137
9.778,-0.0000,0.0006,0.0003,0.0038,-0.0092,1.0160
9.781,0.0002,-0.0007,0.0006,0.0014,-0.0116,1.0089
9.784,0.0002,0.0001,0.0008,-0.0058,-0.0020,1.0137
9.787,-0.0000,-0.0005,0.0006,-0.0225,0.0075,1.0113
9.791,-0.0003,-0.0005,-0.0002,-0.0154,-0.0092,1.0113
9.794,-0.0003,0.0001,0.0000,-0.0154,-0.0164,1.0280
9.797,-0.0003,0.0003,0.0000,-0.0082,-0.0140,1.0208
9.800,-0.0008,0.0003,-0.0002,-0.0130,-0.0116,1.0184
9.803,-0.0003,0.0006,-0.0002,-0.0034,-0.0020,1.0352
9.806,-0.0003,0.0006,-0.0005,-0.0034,-0.0044,1.0496
9.809,-0.0003,0.0006,-0.0005,-0.0106,-0.0020,1.0376
9.812,-0.0006,0.0009,-0.0005,-0.0034,0.0099,1.0376
9.816,-0.0003,0.0006,-0.0008,0.0086,0.0051,1.0304
9.819,-0.0003,-0.0002,-0.0010,0.0134,0.0003,1.0232
9.822,-0.0006,0.0001,-0.0005,0.0182,0.0027,1.0232
9.825,-0.0006,0.0001,-0.0010,0.0229,0.0075,1.0160
9.828,-0.0003,0.0003,-0.0008,0.0253,0.0051,1.0280
9.831,-0.0000,-0.0005,-0.0005,0.0158,0.0051,1.0424
9.834,-0.0006,-0.0005,-0.0002,0.0158,0.0075,1.0520
9.837,-0.0003,-0.0007,0.0006,0.0229,0.0147,1.0448
9.841,-0.0003,-0.0010,0.0000,0.0301,0.0195,1.0472
9.844,-0.0003,-0.0010,0.0003,0.0182,0.0003,1.0280
9.847,-0.0000,-0.0013,0.0003,0.0253,0.0003,1.0328
9.850,-0.0003,-0.0007,0.0000,0.0349,0.0051,1.0232
9.853,-0.0000,-0.0005,0.0003,0.0158,0.0051,1.0328
9.856,-0.0003,-0.0002,0.0000,0.0253,0.0051,1.0256
9.859,-0.0000,0.0006,0.0003,0.0229,0.0027,1.0256
9.862,-0.0006,0.0006,0.0003,0.0182,0.0027,1.0184
9.866,-0.0006,-0.0002,0.0006,0.0158,0.0123,1.0280
9.869,-0.0006,-0.0002,0.0008,0.0158,0.0075,1.0256
9.872,-0.0006,-0.0005,0.0011,0.0134,0.0147,1.0304
9.875,-0.0003,0.0001,0.0003,0.0038,0.0219,1.0496
9.878,-0.0008,-0.0002,0.0006,0.0062,0.0123,1.0328
9.881,-0.0000,-0.0007,0.0006,0.0038,0.0075,1.0328
9.884,-0.0003,0.0001,0.0008,-0.0154,0.0075,1.0232
9.887,-0.0000,0.0003,0.0006,-0.0130,0.0051,1.0232
9.891,0.0002,0.0009,0.0003,-0.0225,0.0003,1.0184
9.894,-0.0000,0.0009,0.0003,-0.0273,-0.0092,1.0256
9.897,-0.0003,0.0006,-0.0002,-0.0154,-0.0068,1.0304
9.900,-0.0011,-0.0002,-0.0002,-0.0345,0.0003,1.0208
9.903,-0.0003,-0.0005,0.0003,-0.0273,0.0051,1.0304
9.906,-0.0000,-0.0002,0.0003,-0.0297,0.0003,1.0352
9.909,0.0002,-0.0002,0.0008,-0.0345,0.0027,1.0113
9.912,0.0005,-0.0002,0.0003,-0.0297,0.0027,1.0256
9.915,0.0005,0.0003,-0.0002,-0.0297,-0.0020,1.0256
9.919,-0.0003,-0.0007,0.0000,-0.0273,-0.0044,1.0137
9.922,-0.0000,-0.0005,-0.0002,-0.0321,-0.0092,1.0113
9.925,-0.0000,-0.0002,-0.0010,-0.0321,-0.0044,1.0089
9.928,-0.0003,0.0001,-0.0010,-0.0225,-0.0044,1.0041
9.931,0.0002,-0.0002,-0.0005,-0.0106,-0.0068,1.0113
9.934,0.0002,-0.0002,-0.0002,-0.0201,-0.0092,1.0208
9.937,-0.0000,-0.0005,0.0003,-0.0178,-0.0188,1.0280
9.941,-0.0006,0.0001,0.0000,-0.0034,-0.0092,1.0232
9.944,-0.0008,-0.0002,0.0006,0.0086,-0.0068,1.0256
9.947,-0.0006,-0.0005,0.0003,0.0229,-0.0068,1.0256
9.950,0.0002,0.0001,0.0000,0.0325,-0.0116,1.0256
9.953,-0.0003,-0.0015,0.0000,0.0373,-0.0116,1.0280
9.956,0.0002,0.0003,-0.0002,0.0804,0.0003,1.0256
9.959,-0.0003,-0.0018,0.0006,0.1259,0.0219,1.0304
9.962,-0.0006,-0.0015,0.0011,0.1331,0.0363,1.0041
9.966,-0.0003,-0.0007,0.0019,0.1355,0.0363,1.0113
9.969,-0.0006,-0.0005,0.0019,0.1163,0.0506,1.0160
9.972,-0.0006,0.0003,0.0024,0.0876,0.0387,1.0208
9.975,-0.0003,-0.0007,0.0027,0.0708,0.0434,1.0376
9.978,-0.0003,-0.0015,0.0035,0.0469,0.0315,1.0376
9.981,-0.0000,-0.0018,0.0038,0.0301,0.0075,1.0232
9.984,-0.0008,-0.0031,0.0038,0.0086,-0.0092,1.0496
9.987,-0.0008,-0.0029,0.0032,-0.0106,-0.0188,1.0232
9.991,0.0013,0.0030,0.0027,-0.0345,-0.0332,0.9825
9.994,0.0018,0.0049,0.0024,-0.0848,-0.0428,1.0735
9.997,0.0005,0.0003,0.0027,-0.1087,-0.0499,1.0903
10.000,-0.0003,-0.0018,0.0027,-0.1015,-0.0667,1.0208
10.003,0.0005,0.0001,0.0022,-0.1159,-0.0595,1.0184
10.006,0.0005,0.0006,0.0011,-0.1159,-0.0643,1.0160
10.009,0.0002,0.0011,0.0003,-0.1303,-0.0619,1.0160
10.012,0.0002,0.0011,0.0008,-0.1375,-0.0619,1.0448
10.016,-0.0008,0.0009,-0.0002,-0.1303,-0.0451,1.0089
10.019,-0.0008,0.0025,-0.0013,-0.1159,-0.0499,0.9753
10.022,0.0013,0.0083,-0.0024,-0.0992,-0.0523,0.9610
10.025,0.0024,0.0121,-0.0034,-0.0944,-0.0332,0.9921
10.028,0.0029,0.0131,-0.0040,-0.0824,-0.0260,1.0160
10.031,0.0032,0.0139,-0.0045,-0.0728,-0.0092,1.0520
10.034,0.0026,0.0110,-0.0042,-0.0632,0.0003,1.0807
10.037,0.0016,0.0075,-0.0050,-0.0465,0.0051,1.0496
10.041,0.0010,0.0033,-0.0048,-0.0106,0.0123,1.0831
10.044,0.0002,-0.0015,-0.0045,0.0229,0.0171,1.0903
10.047,-0.0006,-0.0047,-0.0037,0.0684,0.0267,1.0472
10.050,-0.0000,-0.0055,-0.0032,0.1020,0.0267,1.0232
10.053,-0.0008,-0.0066,-0.0026,0.1427,0.0243,0.9849
10.056,0.0010,-0.0010,-0.0013,0.1498,0.0171,0.9753
10.059,0.0021,0.0011,-0.0010,0.1427,0.0267,1.0208
10.062,0.0021,0.0011,0.0003,0.1427,0.0243,0.9849
10.066,0.0021,0.0006,0.0008,0.1163,0.0243,0.9897
10.069,0.0021,0.0001,0.0011,0.1044,0.0195,1.0113
10.072,0.0013,-0.0010,0.0024,0.0876,0.0171,1.0184
10.075,0.0005,-0.0021,0.0027,0.0660,0.0075,1.0232
10.078,-0.0008,-0.0023,0.0035,0.0517,0.0123,1.0232
10.081,-0.0019,-0.0029,0.0043,0.0325,0.0171,1.0520
10.084,-0.0024,-0.0031,0.0048,0.0158,0.0075,1.0089
10.087,-0.0016,-0.0002,0.0046,0.0014,0.0123,0.9969
10.090,-0.0006,0.0025,0.0043,-0.0321,0.0075,0.9993
10.094,-0.0008,0.0033,0.0040,-0.0417,0.0027,1.0089
10.097,-0.0006,0.0035,0.0032,-0.0465,0.0003,1.0065
10.100,0.0002,0.0046,0.0032,-0.0489,-0.0020,1.0017
10.103,0.0005,0.0043,0.0022,-0.0656,-0.0068,1.0137
10.106,-0.0000,0.0025,0.0014,-0.0824,-0.0188,1.0424
10.109,-0.0006,0.0011,0.0008,-0.0992,-0.0260,1.0496
10.112,-0.0011,-0.0002,0.0000,-0.1015,-0.0404,1.0520
10.115,-0.0008,-0.0013,-0.0008,-0.1111,-0.0380,1.0352
10.118,-0.0008,-0.0002,-0.0010,-0.1135,-0.0428,1.0065
10.122,-0.0008,0.0003,-0.0018,-0.1111,-0.0356,0.9993
10.125,0.0002,0.0022,-0.0026,-0.0992,-0.0260,1.0184
10.128,0.0010,0.0017,-0.0032,-0.0944,-0.0308,1.0304
10.131,0.0010,0.0019,-0.0032,-0.0920,-0.0236,1.0328
10.134,0.0005,-0.0002,-0.0037,-0.0848,-0.0140,1.0280
10.137,-0.0000,0.0001,-0.0034,-0.0608,-0.0188,1.0232
10.140,-0.0000,-0.0002,-0.0037,-0.0417,-0.0092,1.0304
10.144,-0.0011,-0.0002,-0.0042,-0.0082,-0.0092,1.0256
10.147,-0.0011,-0.0007,-0.0042,0.0134,-0.0068,1.0232
10.150,-0.0011,-0.0013,-0.0042,0.0349,0.0027,1.0137
10.153,-0.0011,-0.0005,-0.0040,0.0613,0.0003,1.0113
10.156,-0.0006,0.0001,-0.0034,0.0924,-0.0044,1.0137
10.159,-0.0006,0.0014,-0.0024,0.1020,0.0147,1.0232
10.162,-0.0006,0.0003,-0.0026,0.1115,0.0195,1.0352
10.165,-0.0008,0.0001,-0.0021,0.1259,0.0410,1.0184
10.169,-0.0008,0.0003,-0.0021,0.1283,0.0339,1.0089
10.172,-0.0006,0.0001,-0.0013,0.1044,0.0434,1.0184
10.175,-0.0006,0.0001,-0.0005,0.1139,0.0339,1.0113
10.178,0.0005,0.0003,0.0006,0.1259,0.0315,1.0232
10.181,-0.0000,0.0006,0.0011,0.1187,0.0195,1.0113
10.184,-0.0000,0.0006,0.0011,0.1115,0.0171,1.0208
10.187,0.0002,0.0011,0.0011,0.0948,0.0075,1.0113
10.190,-0.0003,0.0009,0.0027,0.0565,0.0003,0.9945
10.194,-0.0008,0.0009,0.0030,0.0277,0.0003,0.9945
10.197,-0.0011,0.0003,0.0035,-0.0034,0.0027,0.9921
10.200,-0.0014,0.0006,0.0038,-0.0106,-0.0092,1.0017
10.203,-0.0008,0.0009,0.0040,-0.0249,0.0051,0.9945
10.206,-0.0008,0.0009,0.0048,-0.0273,0.0099,1.0017
10.209,-0.0003,0.0009,0.0046,-0.0345,0.0051,1.0113
10.212,-0.0003,0.0009,0.0048,-0.0321,-0.0044,1.0280
10.215,0.0005,0.0009,0.0043,-0.0417,-0.0020,1.0113
10.219,0.0005,0.0011,0.0040,-0.0441,-0.0068,1.0089
10.222,0.0010,0.0014,0.0040,-0.0417,-0.0020,1.0256
10.225,0.0008,0.0009,0.0035,-0.0369,0.0027,1.0208
10.228,0.0005,0.0001,0.0032,-0.0321,-0.0116,1.0160
10.231,0.0005,-0.0005,0.0027,-0.0369,-0.0116,1.0328
10.234,-0.0003,-0.0010,0.0030,-0.0345,-0.0140,1.0352
10.237,-0.0003,-0.0005,0.0027,-0.0345,-0.0092,1.0280
10.240,-0.0000,-0.0002,0.0019,-0.0417,-0.0116,1.0137
10.244,0.0002,0.0003,0.0022,-0.0417,0.0027,1.0208
10.247,0.0002,0.0006,0.0019,-0.0321,-0.0044,1.0184
10.250,0.0005,0.0009,0.0019,-0.0249,-0.0020,1.0328
10.253,0.0005,0.0011,0.0016,-0.0154,0.0027,1.0304
10.256,0.0005,0.0009,0.0011,-0.0178,-0.0068,1.0256
10.259,-0.0000,0.0006,0.0011,-0.0178,-0.0188,1.0304
10.262,-0.0003,0.0009,0.0014,0.0038,-0.0116,1.0184
10.265,-0.0008,0.0011,0.0008,0.0134,-0.0068,1.0280
10.269,-0.0008,0.0009,0.0008,0.0134,-0.0020,1.0160
10.272,-0.0008,0.0017,0.0003,0.0134,0.0027,1.0256
10.275,-0.0008,0.0014,0.0008,0.0158,0.0075,1.0424
10.278,-0.0003,0.0011,0.0011,0.0229,0.0051,1.0304
10.281,-0.0006,0.0017,0.0014,0.0134,0.0171,1.0232
10.284,0.0002,0.0017,0.0016,-0.0010,0.0099,1.0160
10.287,0.0005,0.0019,0.0014,-0.0130,0.0027,1.0160
10.290,0.0002,0.0001,0.0016,-0.0201,0.0051,1.0113
10.293,-0.0006,0.0001,0.0016,-0.0393,-0.0068,1.0184
10.297,-0.0011,0.0006,0.0006,-0.0393,-0.0116,1.0113
10.300,-0.0006,0.0014,0.0006,-0.0632,-0.0044,1.0208
10.303,-0.0000,0.0003,0.0003,-0.0632,-0.0044,1.0137
10.306,-0.0000,0.0003,-0.0002,-0.0704,-0.0092,1.0232
10.309,-0.0003,0.0009,-0.0010,-0.0848,-0.0116,1.0232
10.312,-0.0000,0.0009,-0.0010,-0.1015,-0.0164,1.0280
10.315,-0.0003,0.0011,-0.0018,-0.1159,-0.0140,1.0280
10.319,-0.0006,0.0009,-0.0024,-0.1159,-0.0212,1.0232
10.322,-0.0000,0.0014,-0.0032,-0.1159,-0.0212,1.0400
10.325,-0.0006,0.0014,-0.0032,-0.1063,-0.0236,1.0424
10.328,-0.0008,0.0019,-0.0042,-0.1015,-0.0284,1.0496
10.331,-0.0008,0.0011,-0.0042,-0.0896,-0.0380,1.0352
10.334,-0.0008,0.0009,-0.0042,-0.0704,-0.0380,1.0208
10.337,-0.0011,0.0014,-0.0048,-0.0561,-0.0164,1.0208
10.340,-0.0011,0.0014,-0.0056,-0.0489,-0.0236,1.0208
10.344,-0.0011,0.0003,-0.0066,-0.0441,-0.0116,1.0184
10.347,-0.0014,0.0003,-0.0066,-0.0369,-0.0164,1.0256
10.350,-0.0008,0.0011,-0.0061,-0.0106,-0.0116,1.0232
10.353,-0.0003,0.0011,-0.0058,0.0014,0.0099,1.0424
10.356,-0.0006,0.0017,-0.0058,0.0229,0.0123,1.0448
10.359,-0.0008,0.0014,-0.0050,0.0613,0.0171,1.0232
10.362,-0.0006,0.0014,-0.0056,0.0756,0.0291,1.0208
10.366,-0.0008,0.0011,-0.0050,0.0876,0.0243,1.0232
10.369,-0.0011,0.0011,-0.0045,0.1067,0.0291,1.0256
10.372,-0.0008,0.0009,-0.0040,0.1139,0.0506,1.0232
10.375,-0.0006,0.0006,-0.0034,0.1091,0.0434,1.0113
10.378,-0.0003,0.0003,-0.0026,0.1115,0.0434,1.0041
10.381,-0.0003,0.0001,-0.0016,0.1211,0.0363,1.0065
10.384,-0.0000,-0.0005,-0.0008,0.1307,0.0363,1.0160
10.387,-0.0003,0.0003,0.0008,0.1307,0.0267,1.0065
10.391,-0.0008,0.0009,0.0014,0.1307,0.0195,1.0089
10.394,-0.0003,0.0006,0.0016,0.1163,0.0219,1.0065
10.397,-0.0006,-0.0002,0.0022,0.1044,0.0291,1.0089
10.400,-0.0006,-0.0002,0.0024,0.0948,0.0243,1.0065
10.403,-0.0000,0.0006,0.0030,0.0780,0.0291,1.0208
10.406,-0.0006,0.0006,0.0027,0.0493,0.0195,1.0304
10.409,-0.0000,0.0006,0.0035,0.0301,0.0195,1.0400
10.412,0.0005,0.0006,0.0038,-0.0010,0.0027,1.0376
10.415,0.0008,0.0003,0.0038,-0.0201,0.0027,1.0280
10.419,0.0005,0.0003,0.0030,-0.0441,-0.0116,1.0184
10.422,0.0002,-0.0002,0.0024,-0.0680,-0.0140,1.0041
10.425,-0.0000,-0.0005,0.0024,-0.0848,-0.0332,1.0184
10.428,-0.0000,-0.0002,0.0019,-0.0920,-0.0308,1.0184
10.431,-0.0006,-0.0005,0.0014,-0.1015,-0.0308,1.0041
10.434,-0.0000,0.0001,0.0011,-0.1039,-0.0284,1.0065
10.437,-0.0003,0.0003,0.0003,-0.1063,-0.0308,1.0280
10.441,0.0002,-0.0002,-0.0002,-0.0992,-0.0332,1.0352
10.444,0.0005,-0.0005,-0.0005,-0.0896,-0.0260,1.0208
10.447,-0.0000,-0.0005,-0.0016,-0.0848,-0.0260,1.0113
10.450,-0.0003,0.0001,-0.0018,-0.0800,-0.0212,0.9993
10.453,0.0002,0.0001,-0.0021,-0.0632,-0.0092,0.9873
10.456,0.0005,0.0003,-0.0024,-0.0513,-0.0092,0.9969
10.459,0.0005,0.0006,-0.0029,-0.0345,-0.0140,1.0017
10.462,0.0005,0.0001,-0.0029,-0.0058,0.0003,1.0017
10.466,-0.0003,-0.0005,-0.0024,0.0158,0.0099,1.0232
10.469,-0.0003,-0.0005,-0.0026,0.0349,0.0243,1.0304
10.472,-0.0006,0.0001,-0.0026,0.0541,0.0339,1.0304
10.475,-0.0006,0.0001,-0.0018,0.0684,0.0339,1.0280
10.478,-0.0003,0.0006,-0.0016,0.0828,0.0267,1.0304
10.481,-0.0003,0.0001,-0.0016,0.0876,0.0267,1.0280
10.484,-0.0003,-0.0002,-0.0008,0.0948,0.0387,1.0113
10.487,-0.0003,-0.0007,-0.0002,0.0924,0.0339,1.0280
10.491,-0.0006,-0.0007,0.0000,0.0948,0.0315,1.0328
10.494,-0.0003,-0.0007,0.0006,0.0924,0.0387,1.0208
10.497,-0.0003,-0.0002,0.0014,0.0924,0.0315,1.0113
10.500,-0.0000,0.0001,0.0016,0.0852,0.0291,1.0208
10.503,-0.0000,-0.0005,0.0019,0.0565,0.0219,1.0041
10.506,0.0002,-0.0007,0.0024,0.0397,0.0123,1.0065
10.509,0.0005,-0.0002,0.0030,0.0158,0.0051,1.0041
10.512,0.0008,-0.0005,0.0035,0.0014,-0.0044,0.9921
10.516,0.0008,-0.0013,0.0038,-0.0106,-0.0068,0.9849
10.519,0.0005,-0.0010,0.0035,-0.0345,-0.0164,0.9753
10.522,-0.0000,-0.0005,0.0038,-0.0441,-0.0212,0.9873
10.525,-0.0003,0.0003,0.0032,-0.0561,-0.0140,1.0113
10.528,-0.0000,-0.0002,0.0035,-0.0656,-0.0092,1.0184
10.531,-0.0000,-0.0002,0.0027,-0.0704,-0.0284,1.0208
10.534,0.0008,-0.0005,0.0030,-0.0656,-0.0284,1.0208
10.537,0.0002,-0.0005,0.0024,-0.0704,-0.0212,1.0352
10.541,0.0005,-0.0007,0.0022,-0.0848,-0.0188,1.0256
10.544,0.0005,-0.0007,0.0016,-0.0896,-0.0260,1.0160
10.547,-0.0000,-0.0005,0.0011,-0.0752,-0.0380,1.0160
10.550,0.0002,-0.0007,0.0003,-0.0776,-0.0380,1.0184
10.553,-0.0000,-0.0005,-0.0002,-0.0824,-0.0308,1.0160
10.556,-0.0003,-0.0013,0.0003,-0.0656,-0.0188,1.0089
10.559,-0.0008,-0.0015,-0.0008,-0.0489,-0.0140,1.0065
10.563,-0.0003,-0.0013,-0.0013,-0.0297,-0.0116,1.0017
10.566,0.0002,-0.0007,-0.0016,-0.0058,-0.0044,0.9873
10.569,0.0002,-0.0005,-0.0016,-0.0034,0.0123,0.9825
10.572,0.0008,-0.0002,-0.0018,0.0014,0.0147,0.9897
10.575,0.0005,0.0003,-0.0018,0.0086,0.0099,1.0017
10.578,0.0005,0.0003,-0.0013,0.0134,-0.0020,1.0137
10.581,-0.0000,-0.0010,-0.0016,0.0134,0.0003,1.0160
10.584,-0.0000,-0.0021,-0.0018,0.0206,0.0075,1.0137
10.588,-0.0000,-0.0021,-0.0013,0.0277,0.0147,0.9993
10.591,-0.0003,-0.0018,-0.0005,0.0253,0.0075,0.9873
10.594,-0.0008,-0.0007,-0.0005,0.0349,0.0099,0.9969
10.597,-0.0006,-0.0010,-0.0005,0.0253,0.0147,1.0017
10.600,-0.0008,-0.0007,-0.0008,0.0158,0.0099,1.0041
10.603,-0.0000,-0.0002,-0.0008,0.0182,0.0075,1.0065
10.606,0.0008,-0.0005,-0.0010,0.0134,0.0123,1.0232
10.610,0.0008,-0.0002,-0.0010,0.0134,0.0171,1.0232
10.613,0.0008,-0.0002,-0.0002,0.0206,0.0075,1.0304
10.616,0.0008,-0.0007,-0.0002,0.0158,0.0147,1.0400
10.619,-0.0000,-0.0005,-0.0008,0.0110,0.0051,1.0304
10.622,-0.0000,-0.0005,-0.0010,0.0134,-0.0068,1.0256
10.625,-0.0003,-0.0005,-0.0008,0.0110,-0.0092,1.0256
10.628,-0.0000,-0.0005,0.0000,0.0086,-0.0092,1.0352
10.631,-0.0003,-0.0005,0.0000,-0.0058,0.0003,1.0304
10.635,-0.0003,-0.0007,0.0003,-0.0058,-0.0092,1.0280
10.638,-0.0003,-0.0010,0.0011,-0.0178,-0.0068,1.0113
10.641,0.0002,-0.0018,0.0008,-0.0225,-0.0068,0.9993
10.644,-0.0000,-0.0015,0.0008,-0.0201,-0.0140,1.0184
10.647,0.0010,-0.0018,0.0006,-0.0106,-0.0140,1.0160
10.650,-0.0000,-0.0018,0.0003,-0.0034,-0.0140,1.0280
10.653,0.0002,-0.0015,0.0006,0.0038,-0.0092,1.0089
10.657,0.0002,-0.0015,0.0003,-0.0034,-0.0068,1.0041
10.660,-0.0000,-0.0018,-0.0005,0.0038,-0.0068,1.0160
10.663,0.0002,-0.0013,0.0003,0.0062,-0.0116,1.0280
10.666,-0.0003,-0.0013,0.0003,-0.0082,-0.0188,1.0352
10.669,-0.0003,-0.0013,0.0006,-0.0154,-0.0260,1.0208
10.672,-0.0003,-0.0013,0.0006,-0.0178,-0.0284,1.0208
10.675,-0.0006,-0.0007,0.0003,-0.0154,-0.0332,1.0256
10.678,-0.0000,-0.0007,0.0000,0.0062,-0.0260,1.0184
10.682,-0.0003,-0.0013,0.0000,0.0014,-0.0236,1.0137
10.685,-0.0003,-0.0002,0.0000,-0.0010,-0.0260,1.0184
10.688,0.0005,-0.0007,0.0003,-0.0034,-0.0188,1.0017
10.691,0.0010,0.0001,0.0003,-0.0130,-0.0116,1.0041
10.694,0.0010,-0.0005,0.0006,-0.0058,-0.0068,0.9993
10.697,0.0018,-0.0007,0.0003,-0.0297,-0.0068,1.0089
10.700,0.0013,-0.0007,0.0000,-0.0345,-0.0116,1.0160
10.703,0.0008,-0.0010,0.0003,-0.0249,-0.0140,1.0256
10.707,0.0005,-0.0010,0.0003,-0.0130,-0.0140,1.0376
10.710,0.0013,-0.0013,-0.0005,-0.0034,-0.0092,1.0137
10.713,0.0008,-0.0013,-0.0002,-0.0034,-0.0044,1.0232
10.716,0.0005,-0.0015,0.0000,-0.0058,-0.0044,1.0113
10.719,0.0010,-0.0018,0.0000,-0.0082,-0.0092,1.0089
10.722,0.0005,-0.0021,0.0000,-0.0106,0.0027,1.0137
10.725,0.0005,-0.0018,-0.0002,-0.0178,0.0099,1.0089
10.728,-0.0000,-0.0015,0.0000,-0.0130,0.0123,1.0017
10.732,0.0002,-0.0015,-0.0002,-0.0034,0.0243,1.0089
10.735,0.0002,-0.0021,0.0003,-0.0010,0.0123,1.0184
10.738,0.0010,-0.0018,0.0003,-0.0010,0.0051,1.0280
